,index,Unnamed: 0,Title,Year_x,Publisher_x,Genre_x,Platform_x,Metascore,Avg_Userscore,No_Players,Rank,Name,Platform_y,Year_y,Genre_y,Publisher_y,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
24,24,474,Grand Theft Auto IV,2008,RockstarToronto,Action Adventure;Modern;Modern;Open-World,PC,90,6.7,1 Player,57,Grand Theft Auto IV,PS3,2008.0,Action,Take-Two Interactive,4.76,3.76,0.44,1.62,10.57
25,25,474,Grand Theft Auto IV,2008,RockstarToronto,Action Adventure;Modern;Modern;Open-World,PC,90,6.7,1 Player,2359,Grand Theft Auto IV,PC,2008.0,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88
26,26,3,SoulCalibur,1999,Namco,Action;Fighting;3D,Dreamcast,98,8.6,1-2 ,5359,SoulCalibur,DC,1999.0,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34
27,27,3925,SoulCalibur,2008,NamcoBandaiGames,Action;Fighting;Fighting;3D;3D,Xbox360,79,8.4,1-2 ,5359,SoulCalibur,DC,1999.0,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34
28,28,5,Super Mario Galaxy,2007,Nintendo,Action;Platformer;Platformer;3D;3D,Wii,97,9.0,No Online Multiplayer,49,Super Mario Galaxy,Wii,2007.0,Platform,Nintendo,6.16,3.4,1.2,0.76,11.52
29,29,6,Super Mario Galaxy 2,2010,NintendoEADTokyo,Action;Platformer;Platformer;3D;3D,Wii,97,9.1,No Online Multiplayer,92,Super Mario Galaxy 2,Wii,2010.0,Platform,Nintendo,3.66,2.42,0.98,0.64,7.69
30,30,7,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,XboxOne,97,7.8,Up to 30 ,17,Grand Theft Auto V,PS3,2013.0,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4
31,31,7,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,XboxOne,97,7.8,Up to 30 ,24,Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
32,32,7,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,XboxOne,97,7.8,Up to 30 ,45,Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98
33,33,7,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,XboxOne,97,7.8,Up to 30 ,198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08
34,34,7,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,XboxOne,97,7.8,Up to 30 ,1898,Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08
35,35,8,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,PlayStation3,97,8.3,Up to 16 ,17,Grand Theft Auto V,PS3,2013.0,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4
36,36,8,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,PlayStation3,97,8.3,Up to 16 ,24,Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
37,37,8,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,PlayStation3,97,8.3,Up to 16 ,45,Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98
38,38,8,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,PlayStation3,97,8.3,Up to 16 ,198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08
39,39,8,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,PlayStation3,97,8.3,Up to 16 ,1898,Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08
40,40,9,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,Xbox360,97,8.3,Up to 16 ,17,Grand Theft Auto V,PS3,2013.0,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4
41,41,9,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,Xbox360,97,8.3,Up to 16 ,24,Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
42,42,9,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,Xbox360,97,8.3,Up to 16 ,45,Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98
43,43,9,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,Xbox360,97,8.3,Up to 16 ,198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08
44,44,9,Grand Theft Auto V,2013,RockstarNorth,Modern;Action Adventure;Modern;Open-World,Xbox360,97,8.3,Up to 16 ,1898,Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08
45,45,14,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,PlayStation4,97,8.3,Up to 30 ,17,Grand Theft Auto V,PS3,2013.0,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4
46,46,14,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,PlayStation4,97,8.3,Up to 30 ,24,Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
47,47,14,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,PlayStation4,97,8.3,Up to 30 ,45,Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98
48,48,14,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,PlayStation4,97,8.3,Up to 30 ,198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08
49,49,14,Grand Theft Auto V,2014,RockstarNorth,Action Adventure;Modern;Open-World,PlayStation4,97,8.3,Up to 30 ,1898,Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08
50,50,21,Grand Theft Auto V,2015,RockstarNorth,Modern;Action Adventure;Open-World,PC,96,7.7,Up to 32 ,17,Grand Theft Auto V,PS3,2013.0,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4
51,51,21,Grand Theft Auto V,2015,RockstarNorth,Modern;Action Adventure;Open-World,PC,96,7.7,Up to 32 ,24,Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
52,52,21,Grand Theft Auto V,2015,RockstarNorth,Modern;Action Adventure;Open-World,PC,96,7.7,Up to 32 ,45,Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98
53,53,21,Grand Theft Auto V,2015,RockstarNorth,Modern;Action Adventure;Open-World,PC,96,7.7,Up to 32 ,198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08
54,54,21,Grand Theft Auto V,2015,RockstarNorth,Modern;Action Adventure;Open-World,PC,96,7.7,Up to 32 ,1898,Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08
55,55,12,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation2,97,7.4,1-2 ,249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41
56,56,12,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation2,97,7.4,1-2 ,1092,Tony Hawk's Pro Skater 3,PS,2001.0,Sports,Activision,1.09,0.49,0.02,0.07,1.67
57,57,12,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation2,97,7.4,1-2 ,2509,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,0.64,0.17,0.0,0.02,0.82
58,58,12,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation2,97,7.4,1-2 ,3663,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55
59,59,12,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation2,97,7.4,1-2 ,3869,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52
60,60,12,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation2,97,7.4,1-2 ,11482,Tony Hawk's Pro Skater 3,N64,2002.0,Sports,Activision,0.06,0.02,0.0,0.0,0.08
61,61,116,Tony Hawk's Pro Skater 3,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,Xbox,93,7.9,1-4 ,249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41
62,62,116,Tony Hawk's Pro Skater 3,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,Xbox,93,7.9,1-4 ,1092,Tony Hawk's Pro Skater 3,PS,2001.0,Sports,Activision,1.09,0.49,0.02,0.07,1.67
63,63,116,Tony Hawk's Pro Skater 3,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,Xbox,93,7.9,1-4 ,2509,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,0.64,0.17,0.0,0.02,0.82
64,64,116,Tony Hawk's Pro Skater 3,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,Xbox,93,7.9,1-4 ,3663,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55
65,65,116,Tony Hawk's Pro Skater 3,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,Xbox,93,7.9,1-4 ,3869,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52
66,66,116,Tony Hawk's Pro Skater 3,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,Xbox,93,7.9,1-4 ,11482,Tony Hawk's Pro Skater 3,N64,2002.0,Sports,Activision,0.06,0.02,0.0,0.0,0.08
67,67,321,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,91,8.8,not specified,249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41
68,68,321,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,91,8.8,not specified,1092,Tony Hawk's Pro Skater 3,PS,2001.0,Sports,Activision,1.09,0.49,0.02,0.07,1.67
69,69,321,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,91,8.8,not specified,2509,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,0.64,0.17,0.0,0.02,0.82
70,70,321,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,91,8.8,not specified,3663,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55
71,71,321,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,91,8.8,not specified,3869,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52
72,72,321,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,91,8.8,not specified,11482,Tony Hawk's Pro Skater 3,N64,2002.0,Sports,Activision,0.06,0.02,0.0,0.0,0.08
73,73,393,Tony Hawk's Pro Skater 3,2002,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,90,8.0,not specified,249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41
74,74,393,Tony Hawk's Pro Skater 3,2002,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,90,8.0,not specified,1092,Tony Hawk's Pro Skater 3,PS,2001.0,Sports,Activision,1.09,0.49,0.02,0.07,1.67
75,75,393,Tony Hawk's Pro Skater 3,2002,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,90,8.0,not specified,2509,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,0.64,0.17,0.0,0.02,0.82
76,76,393,Tony Hawk's Pro Skater 3,2002,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,90,8.0,not specified,3663,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55
77,77,393,Tony Hawk's Pro Skater 3,2002,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,90,8.0,not specified,3869,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52
78,78,393,Tony Hawk's Pro Skater 3,2002,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,90,8.0,not specified,11482,Tony Hawk's Pro Skater 3,N64,2002.0,Sports,Activision,0.06,0.02,0.0,0.0,0.08
79,79,406,Tony Hawk's Pro Skater 3,2002,GearboxSoftware,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,90,8.4,1-8 ,249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41
80,80,406,Tony Hawk's Pro Skater 3,2002,GearboxSoftware,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,90,8.4,1-8 ,1092,Tony Hawk's Pro Skater 3,PS,2001.0,Sports,Activision,1.09,0.49,0.02,0.07,1.67
81,81,406,Tony Hawk's Pro Skater 3,2002,GearboxSoftware,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,90,8.4,1-8 ,2509,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,0.64,0.17,0.0,0.02,0.82
82,82,406,Tony Hawk's Pro Skater 3,2002,GearboxSoftware,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,90,8.4,1-8 ,3663,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55
83,83,406,Tony Hawk's Pro Skater 3,2002,GearboxSoftware,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,90,8.4,1-8 ,3869,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52
84,84,406,Tony Hawk's Pro Skater 3,2002,GearboxSoftware,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,90,8.4,1-8 ,11482,Tony Hawk's Pro Skater 3,N64,2002.0,Sports,Activision,0.06,0.02,0.0,0.0,0.08
85,85,887,Tony Hawk's Pro Skater 3,2001,ShabaGames,Sports;Alternative;Skateboarding,PlayStation,87,8.1,1-2 ,249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41
86,86,887,Tony Hawk's Pro Skater 3,2001,ShabaGames,Sports;Alternative;Skateboarding,PlayStation,87,8.1,1-2 ,1092,Tony Hawk's Pro Skater 3,PS,2001.0,Sports,Activision,1.09,0.49,0.02,0.07,1.67
87,87,887,Tony Hawk's Pro Skater 3,2001,ShabaGames,Sports;Alternative;Skateboarding,PlayStation,87,8.1,1-2 ,2509,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,0.64,0.17,0.0,0.02,0.82
88,88,887,Tony Hawk's Pro Skater 3,2001,ShabaGames,Sports;Alternative;Skateboarding,PlayStation,87,8.1,1-2 ,3663,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55
89,89,887,Tony Hawk's Pro Skater 3,2001,ShabaGames,Sports;Alternative;Skateboarding,PlayStation,87,8.1,1-2 ,3869,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52
90,90,887,Tony Hawk's Pro Skater 3,2001,ShabaGames,Sports;Alternative;Skateboarding,PlayStation,87,8.1,1-2 ,11482,Tony Hawk's Pro Skater 3,N64,2002.0,Sports,Activision,0.06,0.02,0.0,0.0,0.08
91,91,13,Perfect Dark,2000,RareLtd.,Action;Shooter;First-Person;Sci-Fi,Nintendo64,97,8.9,not specified,610,Perfect Dark,N64,2000.0,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
92,92,4203,Perfect Dark,2010,4JStudios,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,79,8.6,not specified,610,Perfect Dark,N64,2000.0,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
93,93,15,Metroid Prime,2002,RetroStudios,Action;Shooter;First-Person;Sci-Fi,GameCube,97,9.2,1 Player,520,Metroid Prime,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
94,94,16,Grand Theft Auto III,2001,DMADesign,Action Adventure;Modern,PlayStation2,97,8.5,1 Player,39,Grand Theft Auto III,PS2,2001.0,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1
95,95,16,Grand Theft Auto III,2001,DMADesign,Action Adventure;Modern,PlayStation2,97,8.5,1 Player,16096,Grand Theft Auto III,PC,2002.0,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
96,96,131,Grand Theft Auto III,2002,"DMADesign,RockstarNorth",Action Adventure;Modern;Modern;Open-World,PC,93,8.3,No Online Multiplayer,39,Grand Theft Auto III,PS2,2001.0,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1
97,97,131,Grand Theft Auto III,2002,"DMADesign,RockstarNorth",Action Adventure;Modern;Modern;Open-World,PC,93,8.3,No Online Multiplayer,16096,Grand Theft Auto III,PC,2002.0,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
98,98,18,Halo: Combat Evolved,2001,BungieSoftware,Action;Shooter;First-Person;Sci-Fi,Xbox,97,8.6,1-4 ,130,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43
99,99,18,Halo: Combat Evolved,2001,BungieSoftware,Action;Shooter;First-Person;Sci-Fi,Xbox,97,8.6,1-4 ,13886,Halo: Combat Evolved,PC,2003.0,Shooter,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04
100,100,2050,Halo: Combat Evolved,2003,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,83,7.5,1-16 ,130,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43
101,101,2050,Halo: Combat Evolved,2003,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,83,7.5,1-16 ,13886,Halo: Combat Evolved,PC,2003.0,Shooter,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04
102,102,19,NFL 2K1,2000,VisualConcepts,Sports;Traditional;Football;Sim,Dreamcast,97,6.4,not specified,1879,NFL 2K1,DC,2000.0,Sports,Sega,1.02,0.05,0.0,0.02,1.09
103,103,20,Half-Life 2,2004,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,96,9.1,No Online Multiplayer,667,Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37
104,104,20,Half-Life 2,2004,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,96,9.1,No Online Multiplayer,3310,Half-Life 2,XB,2005.0,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61
105,105,360,Half-Life 2,2005,ValveSoftware,Action;Shooter;First-Person;Sci-Fi,Xbox,90,8.4,1 Player,667,Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37
106,106,360,Half-Life 2,2005,ValveSoftware,Action;Shooter;First-Person;Sci-Fi,Xbox,90,8.4,1 Player,3310,Half-Life 2,XB,2005.0,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61
107,107,23,BioShock,2007,"IrrationalGames,2KMarin",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,96,8.9,No Online Multiplayer,516,BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
108,108,23,BioShock,2007,"IrrationalGames,2KMarin",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,96,8.9,No Online Multiplayer,1320,BioShock,PS3,2008.0,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45
109,109,23,BioShock,2007,"IrrationalGames,2KMarin",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,96,8.9,No Online Multiplayer,4691,BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41
110,110,38,BioShock,2007,"IrrationalGames,2KMarin",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,96,8.5,No Online Multiplayer,516,BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
111,111,38,BioShock,2007,"IrrationalGames,2KMarin",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,96,8.5,No Online Multiplayer,1320,BioShock,PS3,2008.0,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45
112,112,38,BioShock,2007,"IrrationalGames,2KMarin",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,96,8.5,No Online Multiplayer,4691,BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41
113,113,75,BioShock,2008,"DigitalExtremes,2KMarin",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,94,8.7,No Online Multiplayer,516,BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
114,114,75,BioShock,2008,"DigitalExtremes,2KMarin",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,94,8.7,No Online Multiplayer,1320,BioShock,PS3,2008.0,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45
115,115,75,BioShock,2008,"DigitalExtremes,2KMarin",Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,94,8.7,No Online Multiplayer,4691,BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41
116,116,24,GoldenEye 007,1997,RareLtd.,Action;Shooter;First-Person;Modern,Nintendo64,96,9.1,1-4 ,85,GoldenEye 007,N64,1997.0,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09
117,117,3084,GoldenEye 007,2010,"EurocomEntertainmentSoftware,Eurocom",Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,Wii,81,7.7,Up to 8 ,85,GoldenEye 007,N64,1997.0,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09
118,118,25,Uncharted 2: Among Thieves,2009,NaughtyDog,Action Adventure;Modern;Modern;Linear,PlayStation3,96,8.9,No Online Multiplayer,120,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73
119,119,26,Resident Evil 4,2005,Capcom,Action Adventure;Horror,GameCube,96,9.3,1 Player,351,Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62
120,120,26,Resident Evil 4,2005,Capcom,Action Adventure;Horror,GameCube,96,9.3,1 Player,714,Resident Evil 4,Wii,2007.0,Action,Capcom,1.34,0.57,0.14,0.21,2.26
121,121,26,Resident Evil 4,2005,Capcom,Action Adventure;Horror,GameCube,96,9.3,1 Player,1072,Resident Evil 4,GC,2005.0,Action,Capcom,0.98,0.42,0.22,0.06,1.69
122,122,26,Resident Evil 4,2005,Capcom,Action Adventure;Horror,GameCube,96,9.3,1 Player,14483,Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03
123,123,35,Resident Evil 4,2005,Capcom,Action Adventure;Horror,PlayStation2,96,8.9,1 Player,351,Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62
124,124,35,Resident Evil 4,2005,Capcom,Action Adventure;Horror,PlayStation2,96,8.9,1 Player,714,Resident Evil 4,Wii,2007.0,Action,Capcom,1.34,0.57,0.14,0.21,2.26
125,125,35,Resident Evil 4,2005,Capcom,Action Adventure;Horror,PlayStation2,96,8.9,1 Player,1072,Resident Evil 4,GC,2005.0,Action,Capcom,0.98,0.42,0.22,0.06,1.69
126,126,35,Resident Evil 4,2005,Capcom,Action Adventure;Horror,PlayStation2,96,8.9,1 Player,14483,Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03
127,127,2626,Resident Evil 4,2016,Capcom,Action Adventure;Survival,PlayStation4,82,8.1,No Online Multiplayer,351,Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62
128,128,2626,Resident Evil 4,2016,Capcom,Action Adventure;Survival,PlayStation4,82,8.1,No Online Multiplayer,714,Resident Evil 4,Wii,2007.0,Action,Capcom,1.34,0.57,0.14,0.21,2.26
129,129,2626,Resident Evil 4,2016,Capcom,Action Adventure;Survival,PlayStation4,82,8.1,No Online Multiplayer,1072,Resident Evil 4,GC,2005.0,Action,Capcom,0.98,0.42,0.22,0.06,1.69
130,130,2626,Resident Evil 4,2016,Capcom,Action Adventure;Survival,PlayStation4,82,8.1,No Online Multiplayer,14483,Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03
131,131,27,The Orange Box,2007,ValveSoftware,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,Xbox360,96,8.8,16  Online,951,The Orange Box,X360,2007.0,Shooter,Electronic Arts,1.09,0.54,0.02,0.17,1.83
132,132,27,The Orange Box,2007,ValveSoftware,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,Xbox360,96,8.8,16  Online,1906,The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.59,0.0,0.22,1.08
133,133,27,The Orange Box,2007,ValveSoftware,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,Xbox360,96,8.8,16  Online,9064,The Orange Box,PC,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14
134,134,28,The Orange Box,2007,ValveSoftware,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,PC,96,9.2,16  Online,951,The Orange Box,X360,2007.0,Shooter,Electronic Arts,1.09,0.54,0.02,0.17,1.83
135,135,28,The Orange Box,2007,ValveSoftware,Action;Miscellaneous;Shooter;Compilation;First-Person;Sci-Fi,PC,96,9.2,16  Online,1906,The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.59,0.0,0.22,1.08
